hi,"Year 1","Year 2","Year 3","Year 4","Year 5",Selected,Active,Barcode(s),"Asset Type","Asset Name",Category,Course
344,No,No,No,No,No,No,Yes,"DMM00647, DMM00648, DMM00649, DMM00650",0,"Lupo Fluorescent Panel Light ",Lighting,
345,No,No,No,No,No,No,Yes,DMM01028,0,"Lyra-8 Analog Synthesizer","Performance equipment, Musical Instruments","UOS / CMT"
346,No,No,No,No,No,No,Yes,DMM00149,0,"MA90 Stereo Bar No.1","Trees & stereo bars",
347,No,No,No,No,No,No,Yes,DMM00150,0,"MA90 Stereo Bar No.2","Trees & stereo bars",
348,No,No,No,No,No,No,Yes,DMM00151,0,"MA90 Stereo Bar No.3","Trees & stereo bars",
349,No,No,No,No,No,No,Yes,DMM00181,0,"Mackie 8-channel motorised faders","Research equipment",
350,No,No,No,No,Yes,Yes,Yes,DMM01132,1,"MacLab (02 AC 02)","Media Labs",
351,No,No,No,No,No,No,Yes,DMM00223,0,"Mains Distribution no. 1","Mains distribution",
352,No,No,No,No,No,No,Yes,DMM00224,0,"Mains Distribution no. 2","Mains distribution",
353,No,No,No,No,No,No,Yes,DMM00225,0,"Mains Distribution no. 3","Mains distribution",
354,No,No,No,No,No,No,Yes,DMM00226,0,"Mains Distribution no. 4","Mains distribution",
355,No,No,No,No,No,No,Yes,DMM00227,0,"Mains Distribution no. 5","Mains distribution",
356,No,No,No,No,No,No,Yes,DMM00228,0,"Mains Distribution no. 6","Mains distribution",
357,No,No,No,No,No,No,Yes,DMM00218,0,"Mains Extension no. 1","Mains extensions",
358,No,No,No,No,No,No,Yes,DMM00219,0,"Mains Extension no. 2","Mains extensions",
359,No,No,No,No,No,No,Yes,DMM00220,0,"Mains Extension no. 3","Mains extensions",
360,No,No,No,No,No,No,Yes,DMM00221,0,"Mains Extension No. 4","Mains distribution",
361,No,No,No,No,No,No,Yes,DMM00222,0,"Mains Extension No. 5","Mains distribution",
362,No,No,No,No,Yes,Yes,Yes,DMM00834,0,"Manfroto 546 Tripod","Tripods & Mounts","FASS / DMA"
363,No,No,No,No,No,No,Yes,DMM00704,0,"Manfrotto 290 Monopod","Tripods & Mounts",
364,No,Yes,No,Yes,Yes,Yes,Yes,DMM01120,0,"Manfrotto 525MVB Tripod","Tripods & Mounts",
365,No,Yes,No,Yes,Yes,Yes,Yes,DMM00593,0,"Manfrotto Autople","Tripods & Mounts",
366,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM00705,0,"Manfrotto Fig-Rig - No. 02","Tripods & Mounts",
367,No,Yes,No,Yes,Yes,Yes,Yes,DMM00915,0,"Manfrotto Magic arm No1","Tripods & Mounts",
368,No,Yes,No,Yes,Yes,Yes,Yes,DMM00916,0,"Manfrotto Magic arm No2","Tripods & Mounts",
369,No,No,No,No,No,No,No,DMM00213,0,"Manfrotto mic stands (Set of 3)","Microphone stands",
370,No,Yes,No,Yes,No,Yes,Yes,"DMM00844, DMM00846, DMM00845",0,"Manfrotto Monitor Stand ","Tripods & Mounts",FPBE
371,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM01102,0,"Manfrotto Nitrotech 608 Tripod","Tripods & Mounts",FPBE
372,No,No,No,No,No,No,Yes,DMM00879,0,"Manfrotto Stereo Bar 1","Trees & stereo bars",
373,No,No,No,No,No,No,Yes,DMM00125,0,"Manfrotto Stereo Bar 2","Trees & stereo bars",
374,No,No,No,No,No,No,Yes,DMM00878,0,"Manfrotto Stereo Bar 3","Trees & stereo bars",
375,No,No,No,No,No,No,Yes,DMM00781,0,Marimba,"Musical Instruments",
376,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM01027,0,"Matthews Floppy 48x48 Flag",Stock,FPBE
377,No,No,No,No,No,No,Yes,DMM00774,1,"Media Lab: Blue (Nodus)","Media Labs",
378,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM00772,1,"Media Lab: Red (Nodus)","Media Labs",
379,No,No,No,No,No,No,Yes,DMM01254,0,"Mesa Boogie F30 Combo Amp",,
380,No,No,No,No,No,No,Yes,DMM00431,0,"Meyer PA System","Performance equipment",
381,No,No,No,No,No,No,Yes,DMM00918,0,"Mic Stand kit","Microphone stands",
382,No,Yes,No,Yes,Yes,Yes,Yes,"DMM00594, DMM00595, DMM00596",0,"Miller Tripod ","Tripods & Mounts",
383,Yes,Yes,No,Yes,Yes,Yes,Yes,"DMM00597, DMM00598, DMM00599",0,"Miller Tripod Dollie","Tripods & Mounts",
384,No,No,No,No,No,No,Yes,DMM00958,0,"Minirig 3 (Portable Bluetooth Speakers)","Monitors and Amps",
385,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM00291,0,"MixPre compact field mixer","Portable Recorders",
386,No,No,No,No,No,No,No,DMM00208,0,"Mobile box no. 1",,
387,No,No,No,No,No,No,No,DMM00209,0,"Mobile box no. 2",,
388,No,No,No,No,No,No,No,DMM00210,0,"Mobile box no. 3",,
389,No,No,No,No,No,No,Yes,DMM00861,0,"Monome Arc","Midi Controllers",
390,No,No,No,No,No,No,Yes,DMM00200,0,"Multicore no. 1",Multicores,
391,No,No,No,No,No,No,Yes,DMM00201,0,"Multicore no. 2",Multicores,
392,No,No,No,No,No,No,Yes,DMM00202,0,"Multicore no. 3",Multicores,
393,No,No,No,No,No,No,Yes,DMM00203,0,"Multicore no. 4 (old)",Multicores,
394,No,No,No,No,No,No,Yes,DMM00204,0,"Multicore no. 5 (old)",Multicores,
395,No,No,No,No,No,No,Yes,DMM00441,0,"Music Stand Trolley","Performance equipment",
396,No,No,No,No,No,No,Yes,DMM00169,0,"N05CC SPL Meter No 1","Research equipment",
397,No,No,No,No,No,No,Yes,DMM00170,0,"N05CC SPL Meter No 2","Research equipment",
398,No,No,No,No,No,No,Yes,DMM00171,0,"N05CC SPL Meter No 3","Research equipment",
399,No,No,No,No,No,No,Yes,DMM00112,0,"Nagra IV-S","Portable Recorders",
400,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM01108,0,"Neewer 5-in-1 Collapsible Light Reflector 110cm","Lighting Accessories",
401,No,No,No,No,No,No,Yes,DMM00071,0,"Neumann KM184 x2 kit 1","Microphones, Directivity: Cardioid, Type: Condenser, Type: Small Diaphragm, Brand: Neumann",
402,No,No,No,No,No,No,Yes,DMM00072,0,"Neumann KM184 x2 kit 2","Microphones, Directivity: Cardioid, Type: Condenser, Type: Small Diaphragm, Brand: Neumann",
403,No,No,No,No,No,No,Yes,DMM00068,0,"Neumann KM84 x2 kit 1","Microphones, Directivity: Cardioid, Type: Condenser, Type: Small Diaphragm, Brand: Neumann",
404,No,No,No,No,No,No,Yes,DMM00069,0,"Neumann KM84 x2 kit 2","Microphones, Directivity: Cardioid, Type: Condenser, Type: Small Diaphragm, Brand: Neumann",
405,No,No,No,No,No,No,Yes,DMM00073,0,"Neumann KM86 x2 kit","Microphones, Directivity: Cardioid, Type: Condenser, Type: Small Diaphragm, Brand: Neumann",
406,No,No,No,No,No,No,Yes,DMM01131,0,"Neumann KU100 Dummy Head","Research equipment, Microphones, Brand: Neumann",
407,No,No,No,No,No,No,Yes,DMM00901,0,"Neumann TLM107 no.1","Microphones, Directivity: Omni, Directivity: Cardioid, Directivity: Fig-8, Directivity: Hyper, Directivity: Sub, Type: Condenser, Type: Large Diaphragm, Brand: Neumann",Ton
408,No,No,No,No,No,No,Yes,DMM00903,0,"Neumann TLM107 no.2","Microphones, Directivity: Omni, Directivity: Cardioid, Directivity: Fig-8, Directivity: Hyper, Directivity: Sub, Type: Condenser, Type: Large Diaphragm, Brand: Neumann",Ton
409,No,No,No,No,No,No,Yes,DMM00902,0,"Neumann TLM107 no.3","Microphones, Directivity: Omni, Directivity: Cardioid, Directivity: Fig-8, Directivity: Hyper, Directivity: Sub, Type: Condenser, Type: Large Diaphragm, Brand: Neumann",Ton
410,No,No,No,No,No,No,Yes,DMM00871,0,"Neumann U47 FET","Microphones, Directivity: Cardioid, Type: Condenser, Brand: Neumann",Ton
411,No,No,No,No,No,No,Yes,DMM00899,0,"Neumann U87 AI No.1","Microphones, Directivity: Omni, Directivity: Cardioid, Directivity: Fig-8, Type: Condenser, Type: Large Diaphragm, Brand: Neumann",Ton
412,No,No,No,No,No,No,Yes,DMM00900,0,"Neumann U87 AI No.2","Microphones, Directivity: Omni, Directivity: Cardioid, Directivity: Fig-8, Type: Condenser, Type: Large Diaphragm, Brand: Neumann",Ton
413,No,No,No,No,No,No,Yes,DMM00074,0,"Neumann U87i no. 1","Microphones, Directivity: Omni, Directivity: Cardioid, Directivity: Fig-8, Type: Condenser, Type: Large Diaphragm, Brand: Neumann",
414,No,No,No,No,No,No,Yes,DMM00075,0,"Neumann U87i no. 2","Microphones, Directivity: Omni, Directivity: Cardioid, Directivity: Fig-8, Type: Condenser, Type: Large Diaphragm, Brand: Neumann",
415,No,No,No,No,No,No,Yes,DMM00076,0,"Neumann u87 no. 3 (old)","Microphones, Directivity: Omni, Directivity: Cardioid, Directivity: Fig-8, Type: Condenser, Type: Large Diaphragm, Brand: Neumann",
416,No,No,No,No,No,No,Yes,DMM00116,0,"Neve 8-channel console","Portable Consoles",
417,No,No,No,No,No,No,Yes,DMM01033,0,"Novation Bass Station II","Musical Instruments, Computer Interfaces & Peripherals","UOS / CMT"
418,No,No,No,No,No,No,Yes,DMM01280,0,"Novation Launch Control No. 1","Midi Controllers","UOS / CMT"
419,No,No,No,No,No,No,Yes,DMM01281,0,"Novation Launch Control No. 2","Midi Controllers","UOS / CMT"
420,No,No,No,No,No,No,Yes,"DMM01056, DMM01057, DMM01058, DMM00973, DMM00974, DMM01036, DMM01037, DMM01038, DMM01039, DMM01054, DMM01055",0,"Novation Launch Control XL Kit","Midi Controllers","UOS / CMT"
421,No,No,No,No,No,No,Yes,"DMM00853, DMM00854",0,"Novation Launchkey Mini","Midi Controllers","UOS / CMT"
422,No,No,No,No,No,No,Yes,DMM01029,0,"Novation Peak","Performance equipment, Musical Instruments","UOS / CMT"
423,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM01111,0,"Nucleus-Nano Wireless Lens Control System","DSLR Cameras, Tripods & Mounts",
424,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM01105,0,"Octagonal SoftBox","Lighting Accessories",
425,No,No,No,No,No,No,Yes,"DMM00818, DMM00819",0,"Oculus Rift","Computer Interfaces & Peripherals",
426,No,No,No,No,No,No,No,DMM01050,0,"Oktava MK-012-01 x 2 Kit","Microphones, Directivity: Omni, Type: Condenser, Type: Small Diaphragm",
427,No,No,No,No,No,No,No,DMM00179,0,"Outline turntable","Research equipment",
428,No,No,No,No,No,No,Yes,DMM01095,0,"Overtone Damping E-ring Pack - Evans - Kit 1","Musical Instruments",
429,No,No,No,No,No,No,Yes,DMM01096,0,"Overtone Damping E-ring Pack - Evans - Kit 2","Musical Instruments",
430,No,No,No,No,No,No,Yes,DMM00755,1,"PA 01 (Practice Room)","Practice Rooms",
431,No,No,No,No,No,No,Yes,DMM00979,1,"PA 02 (Practice Room)","Practice Rooms",
432,No,No,No,No,No,No,Yes,DMM00757,1,"PA 04 (Practice Room)","Practice Rooms",
433,No,No,No,No,No,No,Yes,DMM00758,1,"PA 05 (Practice Room)","Practice Rooms",
434,No,No,No,No,No,No,Yes,DMM00759,1,"PA 06 (Practice Room)","Practice Rooms",
435,No,No,No,No,No,No,Yes,DMM00760,1,"PA 07 (Practice Room)","Practice Rooms",
436,No,No,No,No,No,No,Yes,DMM00761,1,"PA 08 (Practice Room)","Practice Rooms",
437,No,No,No,No,No,No,Yes,DMM00762,1,"PA 09 (Practice Room)","Practice Rooms",
438,No,No,No,No,No,No,No,DMM00763,1,"PA 10 (Practice Room)","Practice Rooms",
439,No,No,No,No,No,No,Yes,DMM00683,0,"PA11 Percussion Kit","Performance equipment",
440,No,No,No,No,No,No,Yes,PA11,1,"PA 11 (Practice Room)","Practice Rooms",
441,No,No,No,No,No,No,Yes,DMM00977,0,"PA11 Zildjian Cymbals + Clutch","Musical Instruments",
442,No,No,No,No,No,No,Yes,"DMM00849, DMM00851, DMM00850",0,"Panasonic GH5 ","DSLR Cameras","FASS / DMA"
443,No,No,No,No,No,No,Yes,DMM01169,0,"Panasonic HGS10 Bone Conduction Headphones","Headphones and Headphone amps",
444,Yes,Yes,No,Yes,Yes,Yes,Yes,"DMM00706, DMM00707, DMM00708, DMM00709, DMM00710, DMM00711",0,"Panasonic UX Tripod","Tripods & Mounts",
445,Yes,Yes,No,Yes,Yes,Yes,Yes,"DMM00395, DMM00401, DMM00407, DMM00413, DMM00419, DMM00425",0,"Panasonic UX Kit",Camcorders,
446,No,No,No,No,No,No,Yes,DMM00134,0,"Passive DI no. 1","DI boxes",
447,No,No,No,No,No,No,Yes,DMM00135,0,"Passive DI no. 2","DI boxes",
448,No,No,No,No,No,No,No,DMM00136,0,"Passive DI no. 3","DI boxes",
449,No,No,No,No,No,No,No,DMM00137,0,"Passive DI no. 4","DI boxes",
450,No,No,No,No,No,No,Yes,DMM01128,0,"PAV 1 Active Extension Tube","Microphones, Brand: Schoeps",
451,No,No,No,No,No,No,Yes,DMM01129,0,"PAV 2 Active Extension Tube","Microphones, Brand: Schoeps",
452,No,No,No,No,No,No,Yes,DMM01072,0,"Percussion Kit 1","Musical Instruments",
453,No,No,No,No,No,No,Yes,DMM01073,0,"Percussion Kit 2","Musical Instruments",
454,No,No,No,No,No,No,No,DMM00432,0,"Performance Extension No. 01","Performance equipment",
455,No,No,No,No,No,No,Yes,DMM00969,0,"Performance Sennheiser e835 No 1","Performance equipment",
456,No,No,No,No,No,No,Yes,DMM00970,0,"Performance Sennheiser e835 No 2","Performance equipment",
457,No,No,No,No,No,No,Yes,DMM00971,0,"Performance Sennheiser e835 No 3","Performance equipment",
458,Yes,No,No,No,No,Yes,Yes,DMM00685,0,"Performance Sm58 No.1","Performance equipment",
459,No,No,No,No,No,No,Yes,DMM00684,0,"Performance Sm58 No. 2","Performance equipment",
460,No,No,No,No,No,No,Yes,DMM00877,0,"Performance Sm58 No.3","Performance equipment",
461,No,No,No,No,No,No,Yes,DMM00158,0,"Pioneer HRM-6","Headphones and Headphone amps",
462,No,No,No,No,No,No,Yes,DMM01282,0,"Pioneer HRM-6","Headphones and Headphone amps",
463,No,No,No,No,No,No,Yes,DMM00159,0,"Pioneer HRM-7","Headphones and Headphone amps",
464,No,No,No,No,No,No,Yes,DMM00651,0,"PIXAPRO 55cm SILVER Interior Beauty Dish with Honeycomb Grid",Lighting,
465,No,No,No,No,No,No,Yes,DMM00671,0,"PiXAPRO Bi-Colour LED Panel twin Kit",Lighting,
466,No,No,No,No,No,No,Yes,DMM00652,0,"PIXAPRO LED100D MKII Daylight Balanced LED Studio Light - 01",Lighting,
467,No,No,No,No,No,No,Yes,DMM00190,0,"Polhemus Patriot head tracker","Research equipment",
468,No,No,No,No,No,No,Yes,DMM00121,0,"Pork Pie","Musical Instruments",
469,No,No,No,No,No,No,Yes,DMM00868,0,"QSC CP8 no.1","Performance equipment","UOS / CMT"
470,No,No,No,No,No,No,Yes,DMM00869,0,"QSC CP8 no.2","Performance equipment","UOS / CMT"
471,No,No,No,No,No,No,Yes,DMM00129,0,"Radial X-Amp Studio Re-Amper","DI boxes",
472,No,No,No,No,No,No,Yes,DMM00138,0,"Red 506 Splitter no. 1",Splitters,
473,No,No,No,No,No,No,Yes,DMM00139,0,"Red 506 Splitter no. 2",Splitters,
474,No,No,No,No,No,No,Yes,DMM00140,0,"Red 506 Splitter no. 3",Splitters,
475,No,No,No,No,No,No,Yes,DMM00141,0,"Red 506 Splitter no. 4",Splitters,
476,Yes,Yes,No,Yes,Yes,Yes,Yes,"DMM00600, DMM00601",0,"RHINO Slider EVO Pro ","Tripods & Mounts",
477,No,No,No,No,No,No,Yes,DMM01166,0,"Rivera Rock Crusher - Guitar Amp Power Attenuator",,
478,No,No,No,No,No,No,Yes,DMM00172,0,"RME Fireface and Presonus preamps kit 1","Research equipment, Computer Interfaces & Peripherals",
479,No,No,No,No,No,No,Yes,DMM00175,0,"RME Fireface and Presonus preamps kit 2","Research equipment, Computer Interfaces & Peripherals",
480,No,No,No,No,No,No,Yes,DMM00113,0,"RME MADIface USB","Portable Recorders, Computer Interfaces & Peripherals",
481,Yes,Yes,No,Yes,Yes,Yes,No,"DMM00229, DMM00230",0,"Rode Boom Pole - 2m","Tripods & Mounts",
482,Yes,Yes,No,Yes,Yes,Yes,Yes,"DMM00512, DMM00513, DMM00514, DMM00515",0,"Rode Boom Pole - 3m","Tripods & Mounts",
483,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM00887,0,"RODE Boom Pole Pro #01","Tripods & Mounts",FPBE
484,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM00888,0,"RODE Boom Pole Pro #02","Tripods & Mounts",FPBE
485,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM00929,0,"Rode Broadcaster","Microphones, FPBE Microphones",FPBE
486,No,No,No,No,No,No,Yes,DMM00060,0,"Rode K2 Kit 1","Microphones, Type: Valve, Directivity: Omni, Directivity: Cardioid, Directivity: Fig-8, Type: Condenser, Type: Large Diaphragm, Brand: Rode",
487,No,No,No,No,No,No,Yes,DMM00061,0,"Rode K2 Kit 2","Microphones, Type: Valve, Directivity: Omni, Directivity: Cardioid, Directivity: Fig-8, Type: Condenser, Type: Large Diaphragm, Brand: Rode",
488,No,No,No,No,No,No,Yes,DMM00062,0,"Rode M1 x 2 kit","Microphones, Directivity: Cardioid, Type: Dynamic, Brand: Rode",
489,No,No,No,No,No,No,Yes,DMM00920,0,"Rode M2 No 1","Microphones, Directivity: Hyper, Type: Condenser",
490,No,No,No,No,No,No,Yes,DMM00919,0,"Rode M2 No 2","Microphones, Directivity: Hyper, Type: Condenser",
491,No,Yes,No,Yes,Yes,Yes,Yes,DMM00990,0,"Rode Newsshooter Kit",Microphones,
492,No,No,No,No,No,No,Yes,DMM00063,0,"Rode NT1","Microphones, Directivity: Cardioid, Type: Condenser, Type: Large Diaphragm, Brand: Rode",
493,No,No,No,No,No,No,Yes,DMM00064,0,"Rode NT2-A","Microphones, Directivity: Omni, Directivity: Cardioid, Directivity: Fig-8, Type: Condenser, Type: Large Diaphragm, Brand: Rode",
494,No,No,No,No,No,No,Yes,DMM00065,0,"Rode NT3 x 2 kit","Microphones, Directivity: Cardioid, Type: Condenser, Type: Small Diaphragm, Brand: Rode",
495,No,No,No,No,No,No,Yes,DMM00067,0,"Rode NT55","Microphones, Directivity: Cardioid, Type: Condenser, Type: Small Diaphragm, Brand: Rode",
496,No,No,No,No,No,No,No,DMM00921,0,"Rode NT5 kit","Microphones, Directivity: Omni, Directivity: Cardioid, Type: Condenser, Type: Small Diaphragm, Brand: Rode",
497,No,No,No,No,No,No,Yes,DMM00066,0,"Rode NT5 Kit",Microphones,
498,No,No,No,No,No,No,Yes,DMM01074,0,"Rode NT6 x2 Kit","Microphones, Type: Condenser, Brand: Rode",
499,Yes,Yes,No,Yes,Yes,Yes,Yes,"DMM00602, DMM00606",0,"RODE NTG3B Shotgun Microphone","Microphones, FPBE Microphones",
500,No,No,No,No,No,No,Yes,DMM00610,0,"Rode NTG8 Long Shotgun Mic (W/Windshield)",Microphones,
501,No,No,No,No,No,No,Yes,DMM00875,0,"Rode NTR No.1","Microphones, Type: Ribbon, Directivity: Fig-8",Ton
502,No,No,No,No,No,No,Yes,DMM00876,0,"Rode NTR No.2","Microphones, Type: Ribbon, Directivity: Fig-8",Ton
503,No,No,No,No,No,No,Yes,"DMM00292, DMM00293, DMM00294, DMM00295",0,"Rode PG-2 Combined pistol grip and shockmount - No. 01",Microphones,"FASS / DMA"
504,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM00835,0,"Rode Reporter Mic","Microphones, FPBE Microphones",
505,No,No,No,No,No,No,No,DMM00126,0,"Rode Stereo Bar No.1","Trees & stereo bars",
506,No,No,No,No,No,No,Yes,DMM00127,0,"Rode Stereo Bar No.2","Trees & stereo bars",
507,No,No,No,No,No,No,Yes,DMM00837,0,"RodeVideo Mic",Microphones,"UOS / CMT"
508,No,No,No,No,No,No,Yes,DMM01025,0,"Roland JU-06A Desktop Synthesizer Module","Musical Instruments, Computer Interfaces & Peripherals","UOS / CMT"
509,No,No,No,No,No,No,Yes,DMM00688,0,"Roland Keyboard","Musical Instruments",
510,No,No,No,No,No,No,Yes,DMM00686,0,"Roland Keyboard Amp No. 1","Monitors and Amps, Performance equipment",
511,No,No,No,No,No,No,No,DMM00687,0,"Roland Keyboard ","Musical Instruments",
512,No,No,No,No,No,No,Yes,DMM01032,0,"Roland TR-06 Drumatix","Musical Instruments, Computer Interfaces & Peripherals","UOS / CMT"
513,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM00615,0,"Rotolight Neo 3 Light Kit",Lighting,
514,No,No,No,No,No,No,Yes,DMM00077,0,"Royer R-121 No. 1","Microphones, Type: Ribbon, Directivity: Fig-8, Brand: Royer",
515,No,No,No,No,No,No,Yes,DMM00078,0,"Royer R-121 No. 2","Microphones, Type: Ribbon, Directivity: Fig-8, Brand: Royer",
516,No,No,No,No,No,No,Yes,"DMM01188, DMM01204, DMM01205, DMM01206, DMM01207, DMM01208, DMM01209, DMM01210, DMM01211, DMM01212, DMM01213, DMM01214, DMM01215, DMM01216, DMM01172, DMM01181, DMM01182, DMM01183, DMM01184, DMM01185, DMM01186, DMM01173, DMM01174, DMM01175, DMM01176, DMM01177, DMM01178, DMM01179, DMM01180",0,"FPBE SSD","Hard Drives",
517,No,No,No,No,No,No,Yes,"DMM00627, DMM00628",0,"Samyang 24mm T1.5 Prime lens (EF Mount)",Lenses,
518,No,No,No,No,No,No,Yes,"DMM00629, DMM00630, DMM00631",0,"Samyang 35mm T1.5 Prime lens (EF Mount)",Lenses,
519,No,No,No,No,No,No,Yes,"DMM00632, DMM00633, DMM00634",0,"Samyang 85mm T1.5 Prime lens (EF Mount) ",Lenses,
520,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM00870,0,"Samyang E-Mount Lens kit",Lenses,FPBE
521,No,No,No,No,Yes,Yes,Yes,"DMM00750, DMM00751, DMM00752",0,"Sanken COS-11D PT","TV Studio Equipment",
522,No,No,No,No,No,No,Yes,DMM00079,0,"Schoeps CMC5U x2 kit 1","Microphones, Directivity: Omni, Directivity: Cardioid, Directivity: Fig-8, Type: Condenser, Type: Small Diaphragm, Brand: Schoeps",
523,No,No,No,No,No,No,Yes,DMM00080,0,"Schoeps CMC5U x2 kit 2","Microphones, Directivity: Omni, Directivity: Fig-8, Type: Condenser, Type: Small Diaphragm, Brand: Schoeps",
524,No,No,No,No,No,No,Yes,DMM00081,0,"Schoeps CMC5U x2 kit 3","Microphones, Directivity: Omni, Directivity: Fig-8, Type: Condenser, Brand: Schoeps",
525,No,No,No,No,No,No,Yes,DMM01122,0,"Schoeps CMC 6U x2 kit 1","Microphones, Directivity: Omni, Directivity: Cardioid, Directivity: Fig-8, Type: Condenser, Type: Small Diaphragm, Brand: Schoeps",
526,No,Yes,No,Yes,Yes,Yes,Yes,DMM00084,0,"Schoeps CMIT 5U","Microphones, Type: Condenser, Brand: Schoeps, Directivity: Shotgun, FPBE Microphones",
527,No,No,No,No,No,No,Yes,DMM00082,0,"Schoeps MK2H x 3 kit 1","Microphones, Directivity: Omni, Type: Condenser, Type: Small Diaphragm, Brand: Schoeps",
528,No,No,No,No,No,No,Yes,DMM00083,0,"Schoeps MK2H x 3 kit 2","Microphones, Directivity: Omni, Type: Condenser, Type: Small Diaphragm, Brand: Schoeps",
529,No,No,No,No,No,No,Yes,DMM00733,0,"Senheiser K3 NO. 1","TV Studio Microphones",
530,No,No,No,No,No,No,Yes,DMM00734,0,"Senheiser K8 No. 2","TV Studio Microphones",
531,No,No,No,No,No,No,Yes,"DMM00735, DMM00736, DMM00737",0,"Senheiser MKE 2 3 ","TV Studio Microphones",
532,No,No,No,No,No,No,Yes,DMM00872,0,"Sennheiser E 902","Microphones, Directivity: Cardioid, Type: Dynamic, Brand: Sennheiser",Ton
533,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM00739,0,"Sennheiser ENG Wireless Mic Set 1","TV Studio Microphones",
534,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM00740,0,"Sennheiser ENG Wireless Mic Set 2","TV Studio Microphones",
535,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM00961,0,"Sennheiser ENG Wireless Mic Set 3","Microphones, FPBE Microphones",
536,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM00962,0,"Sennheiser ENG Wireless Mic Set 4","Microphones, FPBE Microphones",
537,No,No,No,No,Yes,Yes,Yes,DMM00963,0,"Sennheiser ENG Wireless Mic Set 5","Microphones, FPBE Microphones",
538,No,No,No,No,Yes,Yes,Yes,DMM00964,0,"Sennheiser ENG Wireless Mic Set 6","Microphones, FPBE Microphones",
539,No,No,No,No,Yes,Yes,Yes,DMM00965,0,"Sennheiser ENG Wireless Mic Set 7","Microphones, FPBE Microphones",
540,No,No,No,No,Yes,Yes,Yes,DMM00966,0,"Sennheiser ENG Wireless Mic Set 8","Microphones, FPBE Microphones",
541,No,No,No,No,No,No,No,"DMM00296, DMM00297, DMM00298, DMM00299, DMM00300, DMM00301, DMM00302, DMM00303, DMM00304",0,"Sennheiser HD201 Headphones","Headphones and Headphone amps",
542,No,No,No,No,No,No,No,"DMM00192, DMM00194",0,"Sennheiser HD600 No1","Headphones and Headphone amps, Research equipment",
543,No,No,No,No,No,No,Yes,"DMM01007, DMM01008, DMM01009, DMM01010, DMM01011, DMM01012, DMM01013, DMM01014, DMM01015",0,"Sennheiser HD 600 Studio Headphones","Headphones and Headphone amps",
544,No,No,No,No,No,No,Yes,DMM00085,0,"Sennheiser MD421 no. 1","Microphones, Directivity: Cardioid, Type: Dynamic, Brand: Sennheiser",
545,No,No,No,No,No,No,Yes,DMM00086,0,"Sennheiser MD421 no. 2","Microphones, Directivity: Cardioid, Type: Dynamic, Brand: Sennheiser",
546,No,No,No,No,No,No,Yes,DMM00087,0,"Sennheiser MD421 no. 3","Microphones, Directivity: Cardioid, Type: Dynamic, Brand: Sennheiser",
547,No,No,No,No,No,No,Yes,DMM00827,0,"Sennheiser MD 441-U no.1","Microphones, Directivity: Hyper, Type: Dynamic, Brand: Sennheiser",Ton
548,No,No,No,No,No,No,Yes,DMM00828,0,"Sennheiser MD 441-U no.2","Microphones, Directivity: Hyper, Type: Dynamic, Brand: Sennheiser",Ton
549,No,No,No,No,No,No,Yes,DMM00829,0,"Sennheiser MD 441-U no.3","Microphones, Directivity: Hyper, Type: Dynamic, Brand: Sennheiser",Ton
550,No,No,No,No,No,No,Yes,"DMM00305, DMM00306, DMM00307, DMM00308, DMM00309",0,"Sennheiser MKE600 Shotgun Mic",Microphones,"FASS / DMA"
551,No,Yes,No,Yes,Yes,Yes,Yes,DMM00616,0,"Sennheiser MKH418S Shotgun Mic",Microphones,
552,No,No,No,No,No,No,No,DMM00867,0,"Sennheiser MKH 8040",Microphones,"UOS / CMT"
553,No,No,No,No,No,No,Yes,"DMM00831, DMM00931",0,"Sennheiser MKH8050",Microphones,
554,Yes,Yes,No,Yes,No,Yes,Yes,DMM00738,0,"Sennheiser MKH816T","TV Studio Microphones",
555,Yes,Yes,No,Yes,Yes,Yes,No,"DMM00310, DMM00311",0,"Sennheiser Radio Transmitter Kit - No. 01","Microphones, FPBE Microphones",
556,No,No,No,No,No,No,Yes,DMM00094,0,"Shure Beta 52A","Microphones, Directivity: Hyper, Type: Dynamic, Brand: Shure",
557,No,No,No,No,No,No,Yes,DMM00089,0,"Shure SM11","Microphones, Directivity: Omni, Type: Dynamic, Type: Lavalier, Brand: Shure",
